Datetime,Z_m+,Temp,DO,kz
2021-05-13,1.0,8.110416666666667,12.199609931250002,
2021-05-13,1.5,8.02875,12.20329510125,0.00011726656266389651
2021-05-13,2.0,7.948333333333333,12.213889965,8.508429288958573e-05
2021-05-13,2.5,7.8625,12.2184964275,6.132413684965022e-05
2021-05-13,3.0,7.805833333333333,12.21711448875,5.26403609390465e-05
2021-05-13,3.5,7.765000000000001,12.213429318749998,3.465487492048038e-05
2021-05-13,4.0,7.74125,12.213429318749998,2.9309668568453603e-05
2021-05-13,4.5,7.715833333333333,12.2129686725,2.7786506863513337e-05
2021-05-13,5.0,7.695416666666667,12.208362209999995,2.8807037985038323e-05
2021-05-13,5.5,7.666250000000001,12.20421639375,2.7497789195468214e-05
2021-05-13,6.0,7.637916666666666,12.19776734625,2.2349178491238597e-05
2021-05-13,6.5,7.603333333333333,12.188093775,2.145617205131993e-05
2021-05-13,7.0,7.574583333333333,12.17381374125,2.563901388756453e-05
2021-05-13,7.5,7.530416666666666,12.163679523749998,2.963854955577421e-05
2021-05-13,8.0,7.478333333333333,12.147556905000002,2.484564093570966e-05
2021-05-13,8.5,7.413333333333333,12.143871735,2.4251197750396088e-05
2021-05-13,9.0,7.364166666666667,12.13235557875,2.4988192991354162e-05
2021-05-13,9.5,7.302916666666667,12.11024455875,2.5515048051812236e-05
2021-05-13,10.0,7.204166666666667,12.086751599999998,2.2104006406178943e-05
2021-05-13,10.5,7.1225,12.03285598875,2.2105251206287142e-05
2021-05-13,11.0,7.035833333333334,11.96836551375,2.0692677212461826e-05
2021-05-13,11.5,6.95,11.90387503875,1.986052633666203e-05
2021-05-13,12.0,6.890000000000001,11.835238747499998,1.9929324031571423e-05
2021-05-13,12.5,6.823333333333333,11.756928885,2.0026678721905367e-05
2021-05-13,13.0,6.777083333333334,11.712706844999998,2.584288868947052e-05
2021-05-13,13.5,6.736249999999999,11.65696864875,2.7228155621289768e-05
2021-05-13,14.0,6.694583333333333,11.588793003750002,2.8490231717666715e-05
2021-05-13,14.5,6.659583333333334,11.53259416125,3.185167844719269e-05
