Datetime,Z_m+,Temp,DO,kz
2020-05-22,1.0,9.997083333333334,11.317143660416669,
2020-05-22,1.5,9.971666666666666,11.294489264583332,0.0002221071797048039
2020-05-22,2.0,9.895416666666668,11.298113967916668,0.00017695798163834127
2020-05-22,2.5,9.834583333333333,11.304004110833333,0.00015098384502644968
2020-05-22,3.0,9.799166666666666,11.308081902083336,0.00011049648184969278
2020-05-22,3.5,9.77625,11.299473231666664,8.286137274797297e-05
2020-05-22,4.0,9.74875,11.294036176666664,7.00505552692585e-05
2020-05-22,4.5,9.73625,11.288599121666667,7.106351983098394e-05
2020-05-22,5.0,9.725416666666666,11.2840682425,6.437665472748193e-05
2020-05-22,5.5,9.702083333333333,11.2731941325,6.29755297929652e-05
2020-05-22,6.0,9.678333333333333,11.263226198333331,5.702895665092797e-05
2020-05-22,6.5,9.650416666666668,11.242837242083333,5.0754435899871356e-05
2020-05-22,7.0,9.625,11.216558142916666,3.359726354173142e-05
2020-05-22,7.5,9.585833333333332,11.180311109583332,2.9290625850545426e-05
2020-05-22,8.0,9.545,11.141798636666667,1.535590926918529e-05
2020-05-22,8.5,9.495416666666666,11.096942932916669,9.083485073515088e-06
2020-05-22,9.0,9.45,11.042119295,6.3760493513680625e-06
2020-05-22,9.5,9.375833333333334,10.973703019583333,5.620775028462765e-06
2020-05-22,10.0,9.351666666666668,10.922050997083332,5.2893423842349796e-06
2020-05-22,10.5,9.327916666666669,10.884897787916668,5.7353999995490305e-06
2020-05-22,11.0,9.308333333333334,10.8436667875,5.339968400848006e-06
2020-05-22,11.5,9.2825,10.791108589166669,6.513844616644345e-06
2020-05-22,12.0,9.248333333333331,10.710005852083333,6.7897179262471985e-06
2020-05-22,12.5,9.195416666666668,10.603983279583334,7.450718133000157e-06
2020-05-22,13.0,9.137083333333331,10.464885289166666,8.53425647397979e-06
2020-05-22,13.5,9.078333333333331,10.337567584583333,8.96323432401162e-06
2020-05-22,14.0,9.044583333333334,10.235169715416667,1.029552285917819e-05
2020-05-22,14.5,9.01625,10.175362110416668,1.1329494547995284e-05
2020-05-22,15.0,8.995416666666666,10.10286804375,1.1654118915611625e-05
2020-05-22,15.5,8.972916666666666,10.04306043875,1.1990208277162487e-05
2020-05-22,16.0,8.956666666666667,9.973284899583332,1.0259763770062091e-05
2020-05-22,16.5,8.934166666666668,9.887198195416667,9.515533144488023e-06
2020-05-22,17.0,8.901666666666666,9.773473128333332,1.0127937479926194e-05
2020-05-23,1.0,9.965,11.245555769583332,
2020-05-23,1.5,9.965833333333334,11.24464959375,0.0002221071797048039
2020-05-23,2.0,9.965416666666666,11.24329033,0.00017695798163834127
2020-05-23,2.5,9.96375,11.243743417916669,0.00015098384502644968
2020-05-23,3.0,9.956666666666669,11.24464959375,0.00011049648184969278
2020-05-23,3.5,9.95125,11.240118714583332,8.286137274797297e-05
2020-05-23,4.0,9.944166666666666,11.23241622,7.00505552692585e-05
2020-05-23,4.5,9.92875,11.223354461666665,7.106351983098394e-05
2020-05-23,5.0,9.906666666666666,11.220635934166667,6.437665472748193e-05
2020-05-23,5.5,9.891666666666667,11.215651967083334,6.29755297929652e-05
2020-05-23,6.0,9.866666666666667,11.19979389,5.702895665092797e-05
2020-05-23,6.5,9.831666666666669,11.185748164583332,5.0754435899871356e-05
2020-05-23,7.0,9.79375,11.168077735833332,3.359726354173142e-05
2020-05-23,7.5,9.756666666666666,11.151313482916668,2.9290625850545426e-05
2020-05-23,8.0,9.713333333333331,11.132736878333333,1.535590926918529e-05
2020-05-23,8.5,9.68125,11.110535570416667,9.083485073515088e-06
2020-05-23,9.0,9.65625,11.082444119583334,6.3760493513680625e-06
2020-05-23,9.5,9.621666666666666,11.053446492916663,5.620775028462765e-06
2020-05-23,10.0,9.574583333333331,11.004966085833331,5.2893423842349796e-06
2020-05-23,10.5,9.51,10.939268337916666,5.7353999995490305e-06
2020-05-23,11.0,9.437916666666666,10.86405574375,5.339968400848006e-06
2020-05-23,11.5,9.388333333333334,10.7892962375,6.513844616644345e-06
2020-05-23,12.0,9.315416666666666,10.717708346666669,6.7897179262471985e-06
2020-05-23,12.5,9.234166666666669,10.61259195,7.450718133000157e-06
2020-05-23,13.0,9.18375,10.50249158625,8.53425647397979e-06
2020-05-23,13.5,9.14875,10.415951794166666,8.96323432401162e-06
2020-05-23,14.0,9.102083333333333,10.299055111666666,1.029552285917819e-05
2020-05-23,14.5,9.06875,10.199828857916666,1.1329494547995284e-05
2020-05-23,15.0,9.03125,10.0661679225,1.1654118915611625e-05
2020-05-23,15.5,8.9925,9.92072670125,1.1990208277162487e-05
2020-05-23,16.0,8.955,9.713665523333333,1.0259763770062091e-05
2020-05-23,16.5,8.924999999999999,9.526993301666666,9.515533144488023e-06
2020-05-23,17.0,8.885,9.31177654125,1.0127937479926194e-05
2020-05-24,1.0,10.350833333333332,11.147235691666667,
2020-05-24,1.5,10.332916666666668,11.147688779583332,0.0002221071797048039
2020-05-24,2.0,10.29,11.14542334,0.00017695798163834127
2020-05-24,2.5,10.250416666666666,11.145876427916663,0.00015098384502644968
2020-05-24,3.0,10.18125,11.144517164166666,0.00011049648184969278
2020-05-24,3.5,10.13375,11.13590849375,8.286137274797297e-05
2020-05-24,4.0,10.104583333333332,11.132283790416666,7.00505552692585e-05
2020-05-24,4.5,10.0875,11.124581295833334,7.106351983098394e-05
2020-05-24,5.0,10.061666666666667,11.102379987916668,6.437665472748193e-05
2020-05-24,5.5,10.034166666666666,11.10056763625,6.29755297929652e-05
2020-05-24,6.0,10.010833333333332,11.086521910833332,5.702895665092797e-05
2020-05-24,6.5,9.970833333333331,11.064773690833333,5.0754435899871356e-05
2020-05-24,7.0,9.947916666666666,11.052540317083333,3.359726354173142e-05
2020-05-24,7.5,9.924583333333333,11.043931646666666,2.9290625850545426e-05
2020-05-24,8.0,9.904166666666669,11.0230896025,1.535590926918529e-05
2020-05-24,8.5,9.864166666666668,11.008137701249998,9.083485073515088e-06
2020-05-24,9.0,9.761666666666668,10.97007831625,6.3760493513680625e-06
2020-05-24,9.5,9.6775,10.890787930833332,5.620775028462765e-06
2020-05-24,10.0,9.596666666666666,10.810591369583332,5.2893423842349796e-06
2020-05-24,10.5,9.514166666666666,10.731754072083334,5.7353999995490305e-06
