Datetime,Z_m+,Temp,DO,kz
2019-05-15,1.0,9.473333333333333,12.107928546666669,
2019-05-15,1.5,9.435833333333331,12.115915244166668,0.0002449241609705096
2019-05-15,2.0,9.370833333333334,12.113696717083334,0.00013547051394134836
2019-05-15,2.5,9.315833333333334,12.107041135833336,0.00011126889933538907
2019-05-15,3.0,9.245833333333334,12.101716670833335,0.00011159210979008192
2019-05-15,3.5,9.194583333333332,12.091955151666667,8.317143617389092e-05
2019-05-15,4.0,9.154583333333331,12.08396845416667,8.146175721952334e-05
2019-05-15,4.5,9.120416666666666,12.065332826666667,6.57161939656768e-05
2019-05-15,5.0,9.085416666666664,12.046697199166667,5.663994644536261e-05
2019-05-15,5.5,9.038333333333334,12.0289489825,4.377978764764343e-05
2019-05-15,6.0,9.002083333333333,12.005432595416666,4.211639151725198e-05
2019-05-15,6.5,8.964166666666667,11.983691030000005,3.6802776577007714e-05
2019-05-15,7.0,8.934166666666668,11.961949464583334,3.237862431800278e-05
2019-05-15,7.5,8.901666666666666,11.936214550416668,2.847038098789058e-05
2019-05-15,8.0,8.860833333333334,11.91047963625,3.141602755115932e-05
2019-05-15,8.5,8.825833333333334,11.882526195000002,2.7402035749558915e-05
2019-05-15,9.0,8.7875,11.862115745833336,2.9991948329817785e-05
2019-05-15,9.5,8.747083333333334,11.84303641291667,2.7546317799358088e-05
2019-05-15,10.0,8.702916666666667,11.823513374583335,3.009945842192072e-05
2019-05-15,10.5,8.644166666666667,11.80399033625,2.680357539642998e-05
2019-05-15,11.0,8.588333333333333,11.773374662500004,2.770871032093973e-05
2019-05-15,11.5,8.546666666666667,11.740096756250002,3.505295321044118e-05
2019-05-15,12.0,8.500416666666666,11.695726214583336,3.334496446430026e-05
2019-05-15,12.5,8.464166666666666,11.655792727083334,4.296512965190901e-05
2019-05-15,13.0,8.407083333333334,11.609203658333335,4.837018615927224e-05
2019-05-15,13.5,8.35125,11.552409365,5.772383765936865e-05
2019-05-15,14.0,8.309166666666668,11.4805290875,6.38874971946339e-05
2019-05-15,14.5,8.277083333333334,11.401549523333337,6.082279576739201e-05
2019-05-15,15.0,8.234166666666667,11.329669245833337,5.35227191152668e-05
2019-05-15,15.5,8.21125,11.26000749541667,6.322840364317182e-05
2019-05-15,16.0,8.19,11.193895388333337,5.4703104257532804e-05
2019-05-15,16.5,8.160416666666666,11.114028413333337,4.7546503016314936e-05
2019-05-15,17.0,8.12625,10.996446477916669,4.8774897289768614e-05
2019-05-16,1.0,9.351111111111113,12.119760691111114,
2019-05-16,1.5,9.362222222222222,12.122127120000002,0.0002449241609705096
2019-05-16,2.0,9.335555555555556,12.115027833333336,0.00013547051394134836
2019-05-16,2.5,9.29,12.109111761111112,0.00011126889933538907
2019-05-16,3.0,9.272222222222222,12.099646045555556,0.00011159210979008192
2019-05-16,3.5,9.236666666666666,12.080714614444448,8.317143617389092e-05
2019-05-16,4.0,9.166666666666666,12.072432113333337,8.146175721952334e-05
2019-05-16,4.5,9.117777777777778,12.04403496666667,6.57161939656768e-05
2019-05-16,5.0,9.064444444444444,12.022737106666668,5.663994644536261e-05
2019-05-16,5.5,9.00777777777778,12.000256032222223,4.377978764764343e-05
2019-05-16,6.0,8.976666666666667,11.981324601111114,4.211639151725198e-05
2019-05-16,6.5,8.905555555555557,11.961209955555558,3.6802776577007714e-05
2019-05-16,7.0,8.871111111111112,11.922163878888892,3.237862431800278e-05
2019-05-16,7.5,8.844444444444443,11.896133161111113,2.847038098789058e-05
2019-05-16,8.0,8.802222222222222,11.866552800000004,3.141602755115932e-05
2019-05-16,8.5,8.758888888888889,11.80502564888889,2.7402035749558915e-05
2019-05-16,9.0,8.734444444444444,11.741132068888891,2.9991948329817785e-05
2019-05-16,9.5,8.694444444444445,11.704452421111114,2.7546317799358088e-05
2019-05-16,10.0,8.64,11.686704204444446,3.009945842192072e-05
2019-05-16,10.5,8.605555555555556,11.674872060000002,2.680357539642998e-05
